Year,Month,CITY,Total
1971,Mar,CORNWALL,28
1971,Mar,DRYDEN,6
1971,Mar,DUNDAS,7
1971,Mar,E YORK,8
1971,Mar,ETOBICOKE,85
1971,Mar,FERGUS,7
1971,Mar,FT ERIE,7
1971,Mar,FT FRANCES,6
1971,Mar,GALT,20
1971,Mar,GEORGINA T,7
1971,Mar,GUELPH,22
1971,Mar,HAMILTON,158
1971,Mar,KENORA,8
1971,Mar,KINGSTON,48
1971,Mar,KINGSVILLE,6
1971,Mar,KITCHENER,57
1971,Mar,LEAMINGTON,7
1971,Mar,LONDON,100
1971,Mar,MISSISSAUG,36
1971,Mar,N BAY,23
1971,Mar,N YORK,87
1971,Mar,NAPANEE,8
1971,Mar,NEWMARKET,9
1971,Mar,NIAGARA FA,23
1971,Mar,NORTH YORK,11
1971,Mar,OAKVILLE,36
1971,Mar,ORILLIA,11
1971,Mar,OSHAWA,50
1971,Mar,OTTAWA,153
1971,Mar,OWEN SOUND,13
1971,Mar,PEMBROKE,9
1971,Mar,PETERBOROU,31
1971,Mar,PRESTON,7
1971,Mar,PT COLBORN,9
1971,Mar,PT CREDIT,12
1971,Mar,PT HOPE,6
1971,Mar,RICHMOND H,10
1971,Mar,SA S MARIE,48
1971,Mar,SARNIA,32
1971,Mar,SAULT STE MARIE,7
1971,Mar,SCARBOROUG,84
1971,Mar,SCARBOROUGH,7
1971,Mar,SIMCOE,10
1971,Mar,ST CATHARI,48
1971,Mar,ST THOMAS,15
1971,Mar,STRATFORD,13
1971,Mar,SUDBURY,53
1971,Mar,TECK T,12
1971,Mar,THOROLD,6
1971,Mar,THUNDER B,51
1971,Mar,TIMMINS,16
1971,Mar,TORONTO,806
1971,Mar,TRENTON,14
1971,Mar,VAUGHAN,7
1971,Mar,WATERLOO,17
1971,Mar,WELLAND,14
1971,Mar,WHITBY,7
1971,Mar,WINDSOR,120
1971,Mar,WOODSTOCK,22
1971,Mar,YORK,39
1971,May,ALMONTE,8
1971,May,AMHERSTBUR,8
1971,May,ANCASTER T,8
1971,May,ARNPRIOR,11
1971,May,AURORA,10
1971,May,BARRIE,33
1971,May,BELLE R,7
1971,May,BELLEVILLE,37
1971,May,BOWMANVILL,14
1971,May,BRACEBRIDG,11
1971,May,BRAMPTON,47
1971,May,BRANTFOR T,7
1971,May,BRANTFORD,61
1971,May,BROCKVILLE,28
1971,May,BURLINGTON,47
1971,May,CALEDONIA,8
1971,May,CARLETON P,8
1971,May,CHATHAM,35
1971,May,CHINGUAC T,9
1971,May,COBOURG,7
1971,May,COCHRANE,8
1971,May,COLLINGWOO,11
1971,May,COPPER CLI,6
1971,May,CORNWALL,46
1971,May,DRYDEN,6
1971,May,DUNDAS,12
1971,May,DUNNVILLE,6
1971,May,E YORK,30
1971,May,EGANVILLE,6
1971,May,ESPANOLA,10
1971,May,ESSEX,6
1971,May,ETOBICOKE,139
1971,May,FOREST,6
1971,May,FT ERIE,12
1971,May,FT FRANCES,13
1971,May,GALT,41
1971,May,GANANOQUE,6
1971,May,GEORGETOWN,11
1971,May,GEORGINA T,9
1971,May,GLOUCEST T,8
1971,May,GODERICH,10
1971,May,GRAVENHURS,8
1971,May,GRIMSBY,7
1971,May,GUELPH,49
1971,May,HAMILTON,305
1971,May,HANOVER,12
1971,May,HAWKESBURY,16
1971,May,HESPELER,6
1971,May,INGERSOLL,8
1971,May,KAPUSKASIN,9
1971,May,KENORA,9
1971,May,KING T,8
1971,May,KINGSTON,84
1971,May,KINGSVILLE,6
1971,May,KITCHENER,113
1971,May,LAKEFIELD,6
1971,May,LEAMINGTON,16
1971,May,LINDSAY,11
1971,May,LONDON,200
1971,May,MARKHAM,22
1971,May,MIDLAND,7
1971,May,MISSISSAUG,70
1971,May,MUSKOK L T,6
1971,May,N BAY,47
1971,May,N YORK,211
1971,May,NAPANEE,6
1971,May,NEPEAN T,19
1971,May,NEW LISKEA,9
1971,May,NEWMARKET,15
1971,May,NIAGARA FA,47
1971,May,NIAGARA L,7
1971,May,NORTH YORK,16
1971,May,OAKVILLE,45
1971,May,ORANGEVILL,8
1971,May,ORILLIA,27
1971,May,OSHAWA,74
1971,May,OTTAWA,402
1971,May,OWEN SOUND,26
1971,May,PARRY SOUN,9
1971,May,PEMBROKE,19
1971,May,PENETANGUI,8
1971,May,PERTH,10
1971,May,PETERBOROU,45
1971,May,PICKERIN T,6
1971,May,PICTON,8
1971,May,PRESTON,15
1971,May,PT COLBORN,16
1971,May,PT CREDIT,18
1971,May,PT DOVER,9
1971,May,PT HOPE,6
1971,May,PT PERRY,6
1971,May,RENFREW,11
1971,May,RICHMOND H,37
1971,May,SA S MARIE,76
1971,May,SARNIA,54
1971,May,SCARBOROUG,200
1971,May,SCARBOROUGH,12
1971,May,SHELBURNE,7
1971,May,SIMCOE,10
1971,May,SMITHS FAL,12
1971,May,ST CATHARI,103
1971,May,ST CATHARINES,8
1971,May,ST MARYS,6
1971,May,ST THOMAS,35
1971,May,STONEY CRE,6
1971,May,STRATFORD,26
1971,May,STREETSVIL,6
1971,May,STURGEON F,8
1971,May,SUDBURY,128
1971,May,TECK T,7
1971,May,THOROLD,10
1971,May,THUNDER B,85
1971,May,THUNDER BAY,6
1971,May,TILLSONBUR,18
1971,May,TIMMINS,23
1971,May,TORONTO,1427
1971,May,TRENTON,16
1971,May,VANIER CIT,15
1971,May,VAUGHAN,17
1971,May,W LINCOL T,6
1971,May,WALKERTON,6
1971,May,WALLACEBUR,13
1971,May,WATERFORD,7
1971,May,WATERLOO,43
1971,May,WATFORD,6
1971,May,WELLAND,49
1971,May,WHITBY,21
1971,May,WHITCHUR S,7
1971,May,WINDSOR,216
1971,May,WOODSTOCK,28
1971,May,WOOLWICH T,7
1971,May,YORK,63
1971,Nov,AYLMER,8
1971,Nov,BARRIE,27
1971,Nov,BELLEVILLE,26
1971,Nov,BLENHEIM,6
1971,Nov,BRAMPTON,27
1971,Nov,BRANTFORD,42
1971,Nov,BROCKVILLE,8
1971,Nov,BURLINGTON,29
1971,Nov,CHATHAM,28
1971,Nov,CHELMSFORD,7
1971,Nov,COBOURG,13
1971,Nov,COCHRANE,7
1971,Nov,COLLINGWOO,7
1971,Nov,CORNWALL,39
1971,Nov,DRYDEN,6
1971,Nov,DUNDAS,7
1971,Nov,DUNNVILLE,6
1971,Nov,E YORK,13
1971,Nov,ETOBICOKE,76
1971,Nov,FT ERIE,13
1971,Nov,FT FRANCES,8
1971,Nov,GALT,26
1971,Nov,GEORGETOWN,11
1971,Nov,GEORGINA T,10
1971,Nov,GUELPH,33
1971,Nov,HAMILTON,181
1971,Nov,HAWKESBURY,6
1971,Nov,HESPELER,7
1971,Nov,HUNTSVILLE,7
1971,Nov,INGERSOLL,8
1971,Nov,KENORA,9
1971,Nov,KINGSTON,54
1971,Nov,KITCHENER,80
1971,Nov,LEAMINGTON,15
1971,Nov,LINCOLN,9
1971,Nov,LINDSAY,10
1971,Nov,LONDON,136
1971,Nov,MARKHAM,14
1971,Nov,MIDLAND,12
1971,Nov,MISSISSAUG,51
1971,Nov,N BAY,27
1971,Nov,N YORK,108
1971,Nov,NEWMARKET,6
1971,Nov,NIAGARA FA,25
1971,Nov,NIAGARA L,9
1971,Nov,NORTH YORK,12
1971,Nov,OAKVILLE,32
1971,Nov,ORILLIA,17
1971,Nov,OSHAWA,46
1971,Nov,OTTAWA,197
1971,Nov,OWEN SOUND,15
1971,Nov,PARIS,7
1971,Nov,PARRY SOUN,8
1971,Nov,PEMBROKE,17
1971,Nov,PENETANGUI,7
1971,Nov,PERTH,6
1971,Nov,PETERBOROU,38
1971,Nov,PICTON,9
1971,Nov,PRESTON,16
1971,Nov,PT COLBORN,15
1971,Nov,PT CREDIT,12
1971,Nov,PT HOPE,12
1971,Nov,RENFREW,8
1971,Nov,RICHMOND H,17
1971,Nov,SA S MARIE,58
1971,Nov,SARNIA,35
1971,Nov,SCARBOROUG,147
1971,Nov,SIMCOE,6
1971,Nov,ST CATHARI,73
1971,Nov,ST THOMAS,24
1971,Nov,STRATFORD,13
1971,Nov,STREETSVIL,8
1971,Nov,STURGEON F,9
1971,Nov,SUDBURY,94
1971,Nov,TECK T,8
1971,Nov,THOROLD,10
1971,Nov,THUNDER B,64
1971,Nov,TIMMINS,17
1971,Nov,TORONTO,931
1971,Nov,TRENTON,15
1971,Nov,VAL THERES,6
1971,Nov,VANIER,7
1971,Nov,VAUGHAN,9
1971,Nov,WALKERTON,6
1971,Nov,WALLACEBUR,11
1971,Nov,WATERDOWN,8
1971,Nov,WATERLOO,15
1971,Nov,WELLAND,33
1971,Nov,WHITBY,15
1971,Nov,WINDSOR,155
1971,Nov,WOODSTOCK,16
1971,Nov,YORK,34
1971,Oct,AJAX,14
1971,Oct,ALMONTE,6
1971,Oct,AMHERSTBUR,8
1971,Oct,ANCASTER T,7
1971,Oct,ARNPRIOR,11
1971,Oct,ARTHUR,7
1971,Oct,AURORA,16
1971,Oct,AYLMER,8
1971,Oct,AZILDA,6
1971,Oct,BANCROFT,9
1971,Oct,BARRIE,40
1971,Oct,BELLEVILLE,48
1971,Oct,BOTHWELL,7
1971,Oct,BOWMANVILL,14
1971,Oct,BRAMPTON,37
1971,Oct,BRANTFOR T,7
1971,Oct,BRANTFORD,68
1971,Oct,BRIGHTON,7
1971,Oct,BROCKVILLE,21
1971,Oct,BURLINGTON,46
1971,Oct,CARLETON P,7
1971,Oct,CHARLOTT T,7
1971,Oct,CHATHAM,44
1971,Oct,CHINGUAC T,10
1971,Oct,COBOURG,17
1971,Oct,COLLINGWOO,24
1971,Oct,COPPER CLI,9
1971,Oct,CORNWALL,60
1971,Oct,DELHI,13
1971,Oct,DRYDEN,8
1971,Oct,DUNDAS,10
1971,Oct,DUNNVILLE,10
1971,Oct,E GWILLI T,8
1971,Oct,E YORK,22
1971,Oct,ELORA,6
1971,Oct,ESPANOLA,10
1971,Oct,ETOBICOKE,152
1971,Oct,FERGUS,10
1971,Oct,FOREST,7
1971,Oct,FT ERIE,14
1971,Oct,FT FRANCES,10
1971,Oct,GALT,34
1971,Oct,GANANOQUE,7
1971,Oct,GEORGETOWN,14
1971,Oct,GEORGINA T,16
1971,Oct,GLOUCEST T,13
1971,Oct,GODERICH,7
1971,Oct,GRAVENHURS,7
1971,Oct,GRIMSBY,14
1971,Oct,GUELPH,57
1971,Oct,HAMILTON,332
1971,Oct,HARROW,6
1971,Oct,HAWKESBURY,16
1971,Oct,HENSALL,6
1971,Oct,HESPELER,7
1971,Oct,HUNTSVILLE,10
1971,Oct,INGERSOLL,8
1971,Oct,IROQUOIS F,7
1971,Oct,KAPUSKASIN,10
1971,Oct,KENORA,16
1971,Oct,KING T,8
1971,Oct,KINGSTON,76
1971,Oct,KINGSVILLE,9
1971,Oct,KITCHENER,97
1971,Oct,LANARK,6
1971,Oct,LANGTON,6
1971,Oct,LEAMINGTON,22
1971,Oct,LEVACK,6
1971,Oct,LINCOLN,10
1971,Oct,LINDSAY,19
1971,Oct,LISTOWEL,11
1971,Oct,LIVELY,7
1971,Oct,LONDON,208
1971,Oct,MARKHAM,20
1971,Oct,MEAFORD,8
1971,Oct,MIDLAND,19
1971,Oct,MILTON,6
1971,Oct,MISSISSAUG,74
1971,Oct,MITCHELL,7
1971,Oct,N BAY,45
1971,Oct,N YORK,179
1971,Oct,NAPANEE,6
1971,Oct,NEPEAN T,7
1971,Oct,NEW HAMBUR,7
1971,Oct,NEW LISKEA,13
1971,Oct,NEWMARKET,15
1971,Oct,NIAGARA FA,50
1971,Oct,NIAGARA FALLS,7
1971,Oct,NIAGARA L,8
1971,Oct,NORTH YORK,8
1971,Oct,NORWICH,6
1971,Oct,OAKVILLE,49
1971,Oct,ORANGEVILL,12
1971,Oct,ORILLIA,32
1971,Oct,OSHAWA,73
1971,Oct,OTTAWA,359
1971,Oct,OWEN SOUND,25
1971,Oct,PARIS,7
1971,Oct,PARRY SOUN,9
1971,Oct,PELHAM,10
1971,Oct,PEMBROKE,23
1971,Oct,PENETANGUI,8
1971,Oct,PERTH,11
1971,Oct,PETERBOROU,60
1971,Oct,PRESCOTT,6
1971,Oct,PRESTON,15
1971,Oct,PT COLBORN,16
1971,Oct,PT CREDIT,12
1971,Oct,PT HOPE,11
1971,Oct,RENFREW,12
1971,Oct,RICHMOND H,32
1971,Oct,SA S MARIE,76
1971,Oct,SALTFLEE T,7
1971,Oct,SARNIA,68
1971,Oct,SARNIA T,7
1971,Oct,SCARBOROUG,204
1971,Oct,SCARBOROUGH,16
1971,Oct,SIMCOE,23
1971,Oct,SMITHS FAL,12
1971,Oct,ST CATHARI,117
1971,Oct,ST CATHARINES,8
1971,Oct,ST MARYS,9
1971,Oct,ST THOMAS,37
1971,Oct,STAYNER,7
1971,Oct,STONEY CRE,9
1971,Oct,STRATFORD,36
1971,Oct,STRATHROY,11
1971,Oct,STREETSVIL,8
1971,Oct,STURGEON F,6
1971,Oct,SUDBURY,122
1971,Oct,THOROLD,14
1971,Oct,THUNDER B,92
1971,Oct,THUNDER BAY,7
1971,Oct,TILBURY,9
1971,Oct,TILLSONBUR,16
1971,Oct,TIMMINS,30
1971,Oct,TORONTO,1507
1971,Oct,TRENTON,14
1971,Oct,VANIER CIT,19
1971,Oct,VAUGHAN,28
1971,Oct,VERNER,9
1971,Oct,WALLACEBUR,15
1971,Oct,WATERFORD,7
1971,Oct,WATERLOO,32
1971,Oct,WAWA,8
1971,Oct,WELLAND,49
1971,Oct,WHITBY,19
1971,Oct,WINDSOR,211
1971,Oct,WINGHAM,7
1971,Oct,WOODSTOCK,38
1971,Oct,YORK,60
1971,Sep,AJAX,8
1971,Sep,AMHERSTBUR,12
1971,Sep,ANCASTER,7
1971,Sep,ARNPRIOR,12
1971,Sep,ARTHUR,6
1971,Sep,ATWOOD,6
1971,Sep,AURORA,14
1971,Sep,AYLMER,9
1971,Sep,BANCROFT,9
1971,Sep,BARRIE,48
1971,Sep,BELLEVILLE,44
1971,Sep,BLIND R,8
1971,Sep,BOWMANVILL,13
1971,Sep,BRACEBRIDG,16
1971,Sep,BRADFORD,9
1971,Sep,BRAMPTON,41
1971,Sep,BRANTFORD,64
1971,Sep,BRIGHTON,7
1971,Sep,BROCKVILLE,19
1971,Sep,BURLINGTON,67
1971,Sep,CAMPBELLFO,7
1971,Sep,CAPREOL,7
1971,Sep,CHATHAM,40
1971,Sep,CHELMSFORD,9
1971,Sep,CHINGUAC T,9
1971,Sep,COBOURG,20
1971,Sep,COLLINGWOO,12
1971,Sep,CONISTON,6
1971,Sep,COPPER CLI,7
1971,Sep,CORNWALL,75
1971,Sep,DARLINGT T,8
1971,Sep,DEEP R,6
1971,Sep,DRYDEN,13
1971,Sep,DUNBARTON,6
1971,Sep,DUNDAS,18
1971,Sep,E YORK,21
1971,Sep,ELLIOT L T,9
1971,Sep,ESPANOLA,8
1971,Sep,ESSEX,7
1971,Sep,ETOBICOKE,145
1971,Sep,FERGUS,8
1971,Sep,FT ERIE,19
1971,Sep,FT FRANCES,10
1971,Sep,GALT,44
1971,Sep,GANANOQUE,9
1971,Sep,GARSON,7
1971,Sep,GEORGETOWN,18
1971,Sep,GEORGINA T,15
1971,Sep,GERALDTON,6
1971,Sep,GLOUCEST T,6
1971,Sep,GODERICH,10
1971,Sep,GRAVENHURS,9
1971,Sep,GRIMSBY,8
1971,Sep,GUELPH,53
1971,Sep,HAMILTON,299
1971,Sep,HANOVER,6
1971,Sep,HAWKESBURY,13
1971,Sep,HUNTSVILLE,14
1971,Sep,INGERSOLL,6
1971,Sep,KAPUSKASIN,11
1971,Sep,KENORA,15
1971,Sep,KING T,10
1971,Sep,KINGSTON,83
1971,Sep,KINGSVILLE,7
1971,Sep,KITCHENER,112
1971,Sep,LAKEFIELD,6
1971,Sep,LEAMINGTON,15
1971,Sep,LINCOLN,6
1971,Sep,LINDSAY,17
1971,Sep,LISTOWEL,12
1971,Sep,LONDON,197
1971,Sep,MARKHAM,22
1971,Sep,MATTAWA,9
1971,Sep,MIDLAND,12
1971,Sep,MISSISSAUG,79
1971,Sep,MISSISSAUGA,6
1971,Sep,N BAY,50
1971,Sep,N YORK,202
1971,Sep,NAPANEE,7
1971,Sep,NEPEAN T,16
1971,Sep,NEW LISKEA,7
1971,Sep,NEWMARKET,26
1971,Sep,NIAGARA FA,58
1971,Sep,NIAGARA L,10
1971,Sep,NORTH YORK,8
1971,Sep,NORWOOD,7
1971,Sep,OAKVILLE,52
1971,Sep,ORANGEVILL,9
1971,Sep,ORILLIA,36
1971,Sep,OSHAWA,66
1971,Sep,OTTAWA,382
1971,Sep,OWEN SOUND,30
1971,Sep,PARIS,6
1971,Sep,PARRY SOUN,8
1971,Sep,PELHAM,9
1971,Sep,PEMBROKE,32
1971,Sep,PENETANGUI,6
1971,Sep,PERTH,11
1971,Sep,PETERBOROU,64
1971,Sep,PETROLIA,8
1971,Sep,PICKERING,10
1971,Sep,PRESCOTT,9
1971,Sep,PRESTON,18
1971,Sep,PT COLBORN,19
1971,Sep,PT CREDIT,17
1971,Sep,PT ELGIN,6
1971,Sep,PT HOPE,11
1971,Sep,PT ROWAN,7
1971,Sep,RENFREW,12
1971,Sep,RICHMOND H,34
1971,Sep,SA S MARIE,71
1971,Sep,SALTFLEE T,7
1971,Sep,SARNIA,67
1971,Sep,SAULT STE MARIE,7
1971,Sep,SCARBOROUG,174
1971,Sep,SCARBOROUGH,16
1971,Sep,SIMCOE,19
1971,Sep,SMITHS FAL,10
1971,Sep,ST CATHARI,92
1971,Sep,ST CATHARINES,10
1971,Sep,ST MARYS,10
1971,Sep,ST THOMAS,54
1971,Sep,STAYNER,9
1971,Sep,STONEY CRE,13
1971,Sep,STRATFORD,28
1971,Sep,STURGEON F,16
1971,Sep,SUDBURY,108
1971,Sep,TECK T,9
1971,Sep,TECUMSEH,6
1971,Sep,THOROLD,17
1971,Sep,THUNDER B,98
1971,Sep,THUNDER BAY,7
1971,Sep,TILLSONBUR,14
1971,Sep,TIMMINS,32
1971,Sep,TORONTO,1546
1971,Sep,TRENTON,26
1971,Sep,VANIER CIT,32
1971,Sep,VAUGHAN,17
1971,Sep,WALKERTON,9
1971,Sep,WALLACEBUR,9
1971,Sep,WATERDOWN,6
1971,Sep,WATERFORD,8
1971,Sep,WATERLOO,42
1971,Sep,WELLAND,54
1971,Sep,WHITBY,20
1971,Sep,WHITCHUR S,6
1971,Sep,WINDHAM T,6
1971,Sep,WINDSOR,204
1971,Sep,WINGHAM,9
1971,Sep,WOODSTOCK,29
1971,Sep,YORK,57
1972,Apr,ACTON,7
1972,Apr,AJAX,7
1972,Apr,ANCASTER T,6
1972,Apr,BARRIE,19
1972,Apr,BELLEVILLE,26
1972,Apr,BOTHWELL,6
1972,Apr,BOWMANVILL,10
1972,Apr,BRAMPTON,28
1972,Apr,BRANTFORD,47
1972,Apr,BROCKVILLE,17
1972,Apr,BURLINGTON,37
1972,Apr,CHATHAM,38
1972,Apr,CHELMSFORD,8
1972,Apr,CHINGUAC T,6
1972,Apr,CLINTON,6
1972,Apr,COBOURG,8
1972,Apr,COLLINGWOO,9
1972,Apr,CORNWALL,40
1972,Apr,DELHI,8
1972,Apr,DUNDAS,7
1972,Apr,DUNNVILLE,9
1972,Apr,E YORK,13
1972,Apr,ESPANOLA,7
1972,Apr,ETOBICOKE,103
1972,Apr,EXETER,6
1972,Apr,FT ERIE,15
1972,Apr,FT FRANCES,13
1972,Apr,GALT,33
1972,Apr,GEORGETOWN,13
1972,Apr,GRIMSBY,6
1972,Apr,GUELPH,61
1972,Apr,HAMILTON,198
1972,Apr,HARROW,7
1972,Apr,HUNTSVILLE,6
1972,Apr,INGERSOLL,9
1972,Apr,KAPUSKASIN,6
1972,Apr,KENORA,7
1972,Apr,KINGSTON,55
1972,Apr,KIRKLAND L,8
1972,Apr,KITCHENER,77
1972,Apr,LEAMINGTON,11
1972,Apr,LINCOLN,9
1972,Apr,LINDSAY,11
1972,Apr,LONDON,154
1972,Apr,MARKHAM,15
1972,Apr,MEAFORD,6
1972,Apr,MIDLAND,8
1972,Apr,MISSISSAUG,55
1972,Apr,N BAY,28
1972,Apr,N YORK,142
1972,Apr,NAPANEE,7
1972,Apr,NEPEAN T,6
1972,Apr,NEWMARKET,16
1972,Apr,NIAGARA FA,53
1972,Apr,NIAGARA L,6
1972,Apr,NORTH YORK,8
1972,Apr,OAKVILLE,31
1972,Apr,ORANGEVILL,7
1972,Apr,ORILLIA,23
1972,Apr,OSHAWA,48
1972,Apr,OTTAWA,198
1972,Apr,OWEN SOUND,16
1972,Apr,PARIS,7
1972,Apr,PEMBROKE,14
1972,Apr,PETERBOROU,44
1972,Apr,PICKERIN T,6
1972,Apr,PICKERING,6
1972,Apr,PICTON,7
1972,Apr,PRESTON,15
1972,Apr,PT COLBORN,13
1972,Apr,PT CREDIT,6
1972,Apr,PT PERRY,6
1972,Apr,RENFREW,10
1972,Apr,RICHMOND H,12
1972,Apr,SA S MARIE,46
1972,Apr,SARNIA,43
1972,Apr,SCARBOROUG,133
1972,Apr,SCARBOROUGH,15
1972,Apr,SIMCOE,11
1972,Apr,SMITHS FAL,7
1972,Apr,ST CATHARI,57
1972,Apr,ST CATHARINES,6
1972,Apr,ST MARYS,10
1972,Apr,ST THOMAS,28
1972,Apr,STONEY CRE,8
1972,Apr,STRATFORD,21
1972,Apr,SUDBURY,76
1972,Apr,TECUMSEH,6
1972,Apr,THOROLD,8
1972,Apr,THUNDER B,76
1972,Apr,THUNDER BAY,7
1972,Apr,TIMMINS,19
1972,Apr,TORONTO,1124
1972,Apr,TRENTON,17
1972,Apr,VALLEY E T,7
1972,Apr,VANIER,8
1972,Apr,VAUGHAN,18
1972,Apr,WALKERTON,6
1972,Apr,WALLACEBUR,6
1972,Apr,WATERLOO,24
1972,Apr,WELLAND,39
1972,Apr,WHITBY,20
1972,Apr,WINDSOR,179
1972,Apr,WOODSTOCK,27
1972,Apr,YORK,51
1972,Aug,AJAX,14
1972,Aug,ALEXANDRIA,9
1972,Aug,ALLISTON,7
1972,Aug,AMHERSTBUR,10
1972,Aug,ANCASTER T,7
1972,Aug,ARNPRIOR,14
1972,Aug,ARTHUR,7
1972,Aug,ATIKOKAN,6
1972,Aug,AURORA,14
1972,Aug,AYLMER,7
1972,Aug,BANCROFT,6
1972,Aug,BARRIE,46
1972,Aug,BELLEVILLE,43
1972,Aug,BLENHEIM,10
1972,Aug,BOWMANVILL,17
1972,Aug,BRACEBRIDG,14
1972,Aug,BRAMPTON,39
1972,Aug,BRANTFORD,85
1972,Aug,BRIGHTON,6
1972,Aug,BROCKVILLE,23
1972,Aug,BURLINGTON,64
1972,Aug,CALEDONIA,12
1972,Aug,CAMPBELLFO,11
1972,Aug,CAPREOL,8
1972,Aug,CFB BORDEN,6
1972,Aug,CHAPLEAU,6
1972,Aug,CHATHAM,41
1972,Aug,CHINGUAC T,7
1972,Aug,COBOURG,16
1972,Aug,COCHRANE,8
1972,Aug,COLLINGWOO,13
1972,Aug,COPPER CLI,6
1972,Aug,CORNWALL,86
1972,Aug,DRYDEN,15
1972,Aug,DUNDAS,17
1972,Aug,DUNNVILLE,8
1972,Aug,E YORK,34
1972,Aug,EGANVILLE,6
1972,Aug,ELORA,6
1972,Aug,EMBRUN,7
1972,Aug,ESPANOLA,15
1972,Aug,ESSEX,7
1972,Aug,ETOBICOKE,152
1972,Aug,EXETER,6
1972,Aug,FOREST,6
1972,Aug,FT ERIE,17
1972,Aug,FT FRANCES,18
1972,Aug,GALT,42
1972,Aug,GANANOQUE,7
1972,Aug,GARSON,6
1972,Aug,GEORGETOWN,30
1972,Aug,GEORGINA T,15
1972,Aug,GLOUCEST T,14
1972,Aug,GODERICH,11
1972,Aug,GRAVENHURS,11
1972,Aug,GRIMSBY,12
1972,Aug,GUELPH,59
1972,Aug,HAILEYBURY,9
1972,Aug,HAMILTON,316
1972,Aug,HANOVER,7
1972,Aug,HAWKESBURY,16
1972,Aug,HEARST,8
1972,Aug,HESPELER,9
1972,Aug,HUNTSVILLE,18
1972,Aug,INGERSOLL,8
1972,Aug,IROQUOIS F,10
1972,Aug,KAPUSKASIN,16
1972,Aug,KENORA,29
1972,Aug,KING T,6
1972,Aug,KINGSTON,92
1972,Aug,KINGSTON T,8
1972,Aug,KIRKLAND L,15
1972,Aug,KITCHENER,110
1972,Aug,LAKEFIELD,7
1972,Aug,LEAMINGTON,16
1972,Aug,LINCOLN,8
1972,Aug,LINDSAY,23
1972,Aug,LISTOWEL,9
1972,Aug,LIVELY,7
1972,Aug,LONDON,241
1972,Aug,MADOC,6
1972,Aug,MARKHAM,27
1972,Aug,MIDLAND,8
1972,Aug,MILTON,19
1972,Aug,MISSISSAUG,89
1972,Aug,MISSISSAUGA,11
1972,Aug,N BAY,69
1972,Aug,N YORK,254
1972,Aug,NAPANEE,15
1972,Aug,NEPEAN T,21
1972,Aug,NEW LISKEA,7
1972,Aug,NEWMARKET,21
1972,Aug,NIAGARA FA,64
1972,Aug,NIAGARA L,12
1972,Aug,NORTH BAY,6
1972,Aug,NORTH YORK,23
1972,Aug,OAKVILLE,59
1972,Aug,ORANGEVILL,10
1972,Aug,ORILLIA,33
1972,Aug,OSHAWA,95
1972,Aug,OTTAWA,485
1972,Aug,OWEN SOUND,25
1972,Aug,PARRY SOUN,12
1972,Aug,PELHAM,7
1972,Aug,PEMBROKE,38
1972,Aug,PENETANGUI,9
1972,Aug,PERTH,10
1972,Aug,PETERBOROU,78
1972,Aug,PETERBOROUGH,11
1972,Aug,PICKERIN T,15
1972,Aug,PICKERING,6
1972,Aug,PICTON,6
1972,Aug,PRESCOTT,11
1972,Aug,PRESTON,20
1972,Aug,PT COLBORN,27
1972,Aug,PT CREDIT,17
1972,Aug,PT DOVER,6
1972,Aug,RENFREW,19
1972,Aug,RICHMOND H,32
1972,Aug,RIDGETOWN,7
1972,Aug,ROCKLAND,6
1972,Aug,SA S MARIE,97
1972,Aug,SARNIA,86
1972,Aug,SAULT STE MARIE,6
1972,Aug,SCARBOROUG,217
1972,Aug,SCARBOROUGH,22
1972,Aug,SIDNEY T,7
1972,Aug,SIMCOE,13
1972,Aug,SMITHS FAL,10
1972,Aug,ST CATHARI,122
1972,Aug,ST CATHARINES,12
1972,Aug,ST MARYS,10
1972,Aug,ST THOMAS,42
1972,Aug,STONEY CRE,11
1972,Aug,STRATFORD,31
1972,Aug,STRATHROY,9
1972,Aug,STREETSVIL,14
1972,Aug,STURGEON F,6
1972,Aug,SUDBURY,147
1972,Aug,THOROLD,22
1972,Aug,THUNDER B,125
1972,Aug,THUNDER BAY,12
1972,Aug,TILLSONBUR,9
1972,Aug,TIMMINS,55
1972,Aug,TISDALE T,6
1972,Aug,TORONTO,1572
1972,Aug,TRENTON,18
1972,Aug,VALLEY E T,9
1972,Aug,VANIER,22
1972,Aug,VAUGHAN,32
1972,Aug,W LINCOL T,8
1972,Aug,WALKERTON,9
1972,Aug,WALLACEBUR,10
1972,Aug,WATERLOO,44
1972,Aug,WAWA,7
1972,Aug,WELLAND,52
1972,Aug,WHITBY,13
1972,Aug,WHITCHUR S,6
1972,Aug,WIARTON,7
1972,Aug,WINCHESTER,7
1972,Aug,WINDSOR,210
1972,Aug,WINGHAM,7
1972,Aug,WOODSTOCK,26
1972,Aug,YORK,77
1972,Dec,AYLMER,6
1972,Dec,BARRIE,35
1972,Dec,BELLEVILLE,36
1972,Dec,BOWMANVILL,10
1972,Dec,BRAMPTON,33
1972,Dec,BRANTFORD,47
1972,Dec,BROCKVILLE,18
1972,Dec,BURLINGTON,40
1972,Dec,CHATHAM,26
1972,Dec,COBOURG,15
1972,Dec,COCHRANE,7
1972,Dec,COLLINGWOO,8
1972,Dec,CORNWALL,34
1972,Dec,DARLINGT T,6
